id,created_at,userId,questionId,bookId,chapterId,disciplineId,lastResult,lastAttemptDate,attempts,timesCorrect,timesWrong,firstAttemptResult,note,hasNote,isForReview,userDifficulty
d5861e58-b225-4fe0-af47-9be1f0fcd6c8,2026-02-08 01:26:10.211378+00,e5461b7c-eb03-4d6d-ae3a-27362fb8ff54,126ccb66-2c86-47e4-86eb-d4fb4aa0be41,da96e8f0-3cbb-4fd0-9373-420b80bc9b3d,089e36b9-4be9-4c1c-b941-ca03f5739929,47c40321-3895-48b8-b63a-1f6d974f5913,correct,2026-02-08 01:26:09.998+00,1,1,0,correct,null,null,null,null
858624ee-51d9-43e6-8f77-68f7bb960356,2025-09-12 12:55:32.864816+00,d2fb76ac-b5da-422d-bac7-76761f277de3,3db9aaa6-595b-47dd-8287-82262e1d0ae2,baf1762d-1e59-447b-9ffb-28a0a7ff283a,50cc32a9-f53f-4b37-bbaf-58d8d087da46,4713c247-5038-4ec5-b61e-24b744c37318,wrong,2025-09-12 12:55:32.763+00,1,0,1,wrong,null,null,null,null
78664f7c-bfc8-4d83-ac8f-99598c844fbd,2025-08-31 16:30:01.088264+00,d2fb76ac-b5da-422d-bac7-76761f277de3,d77fbf86-b4cd-4491-8696-b25430f81831,eb75b20c-dc3e-4e3b-b1e3-2c2198992233,f1f70e15-ae33-410b-b22b-cbd8690d682f,4713c247-5038-4ec5-b61e-24b744c37318,wrong,2025-08-31 16:29:59.575+00,1,0,1,wrong,jhvjhv,true,null,null
d66b9fea-39ea-4ee6-879d-94170e552389,2025-08-31 16:30:04.210939+00,d2fb76ac-b5da-422d-bac7-76761f277de3,5c452633-da3d-4aa8-a886-5aac829083e0,eb75b20c-dc3e-4e3b-b1e3-2c2198992233,9c258e7c-f455-4739-94c3-d9d11ee26212,4713c247-5038-4ec5-b61e-24b744c37318,correct,2025-08-31 16:30:02.704+00,1,1,0,correct,null,null,null,Easy
cf556edf-82e1-411e-9f89-a00c790427cd,2025-09-12 12:55:35.773337+00,d2fb76ac-b5da-422d-bac7-76761f277de3,d6bcc6e4-2af5-4a29-947b-676ddd45ed03,baf1762d-1e59-447b-9ffb-28a0a7ff283a,50cc32a9-f53f-4b37-bbaf-58d8d087da46,4713c247-5038-4ec5-b61e-24b744c37318,wrong,2025-09-12 12:55:35.664+00,1,0,1,wrong,null,null,null,null
